epoch,accuracy,loss,val_accuracy,val_loss
0,0.83734130859375,1.6321687698364258,0.9329166412353516,0.2864142656326294
1,0.93475341796875,0.2462565004825592,0.949833333492279,0.19656021893024445
2,0.954833984375,0.16722294688224792,0.9617499709129333,0.14117489755153656
3,0.96905517578125,0.10844770073890686,0.9695833325386047,0.12463828176259995
4,0.9708251953125,0.10163945704698563,0.968583345413208,0.11905954033136368
5,0.9761962890625,0.08157062530517578,0.9729999899864197,0.10904044657945633
6,0.9835205078125,0.051555875688791275,0.9735833406448364,0.11072815209627151
7,0.9827880859375,0.05596086382865906,0.9725000262260437,0.10949508845806122
8,0.98394775390625,0.0568254217505455,0.9741666913032532,0.11026004701852798
9,0.987548828125,0.03883809596300125,0.9745833277702332,0.10925588756799698
10,0.984619140625,0.046825993806123734,0.9771666526794434,0.10523281991481781
11,0.9852294921875,0.04993811622262001,0.9755833148956299,0.10925119370222092
12,0.98883056640625,0.03210437670350075,0.9757500290870667,0.12026344984769821
13,0.988525390625,0.03787011280655861,0.9706666469573975,0.13299573957920074
14,0.98834228515625,0.0350378081202507,0.9739166498184204,0.11775418370962143
15,0.9892578125,0.033141620457172394,0.9740833044052124,0.12295910716056824
16,0.98724365234375,0.03589222952723503,0.9712499976158142,0.13023513555526733
17,0.99169921875,0.02618533745408058,0.9757500290870667,0.12115310877561569
18,0.9931640625,0.021014302968978882,0.9785833358764648,0.11701983958482742
19,0.99139404296875,0.030830617994070053,0.9703333377838135,0.14695994555950165
20,0.9910888671875,0.02879919670522213,0.9768333435058594,0.11431580781936646
21,0.9927978515625,0.02221187762916088,0.9752500057220459,0.1344357281923294
22,0.991943359375,0.024863623082637787,0.9752500057220459,0.12560215592384338
23,0.9927978515625,0.022558314725756645,0.9726666808128357,0.14175565540790558
24,0.9937744140625,0.019015565514564514,0.9768333435058594,0.1276959776878357
25,0.99200439453125,0.025774195790290833,0.9760833382606506,0.13608774542808533
26,0.99542236328125,0.014753707684576511,0.9770833253860474,0.13304992020130157
27,0.996337890625,0.01317581906914711,0.9760833382606506,0.14528119564056396
28,0.99432373046875,0.018568959087133408,0.9754999876022339,0.1509251743555069
29,0.99395751953125,0.018071861937642097,0.9755833148956299,0.1361941248178482
30,0.99383544921875,0.02102041430771351,0.9738333225250244,0.15844853222370148
31,0.99090576171875,0.030191058292984962,0.9759166836738586,0.1481463462114334
32,0.99462890625,0.019204359501600266,0.9764999747276306,0.14409661293029785
33,0.99462890625,0.01587081141769886,0.9766666889190674,0.14584311842918396
34,0.99334716796875,0.021467870101332664,0.9760000109672546,0.14675453305244446
35,0.99658203125,0.009830150753259659,0.9771666526794434,0.15249159932136536
36,0.99578857421875,0.013064808212220669,0.9788333177566528,0.1402980238199234
37,0.99481201171875,0.016315549612045288,0.9788333177566528,0.1326262354850769
38,0.99749755859375,0.009737721644341946,0.9783333539962769,0.13298138976097107
39,0.99737548828125,0.010257593356072903,0.9763333201408386,0.14668111503124237
40,0.9952392578125,0.012999859638512135,0.9779166579246521,0.14580386877059937
41,0.9969482421875,0.009946346282958984,0.9783333539962769,0.14741846919059753
42,0.99658203125,0.010983924381434917,0.9764166474342346,0.1443394422531128
43,0.99676513671875,0.010956205427646637,0.9782500267028809,0.1441245973110199
44,0.99713134765625,0.007848133333027363,0.9755833148956299,0.16008755564689636
45,0.9959716796875,0.0145690543577075,0.9752500057220459,0.18061208724975586
46,0.99407958984375,0.022489022463560104,0.9776666760444641,0.1479845643043518
47,0.99554443359375,0.015107850544154644,0.9759166836738586,0.1949334293603897
48,0.9952392578125,0.018933596089482307,0.9773333072662354,0.1713983416557312
49,0.99664306640625,0.010260656476020813,0.9787499904632568,0.14593596756458282
