epoch,accuracy,loss,val_accuracy,val_loss
0,0.82464599609375,2.5464320182800293,0.9227499961853027,0.3376568555831909
1,0.92437744140625,0.3110767900943756,0.9484999775886536,0.22591662406921387
2,0.9459228515625,0.20948359370231628,0.9518333077430725,0.1938435435295105
3,0.9642333984375,0.13591152429580688,0.9644166827201843,0.1490022838115692
4,0.967041015625,0.1182265654206276,0.9618333578109741,0.15231569111347198
5,0.9686279296875,0.11599773913621902,0.9708333611488342,0.12251640111207962
6,0.98016357421875,0.06738828122615814,0.9700833559036255,0.12456347793340683
7,0.9776611328125,0.08147032558917999,0.9754166603088379,0.10669821500778198
8,0.9774169921875,0.07418406009674072,0.9769166707992554,0.10460362583398819
9,0.9849853515625,0.04770950227975845,0.9713333249092102,0.12784463167190552
10,0.98406982421875,0.053236596286296844,0.9736666679382324,0.10666636377573013
11,0.98345947265625,0.055748868733644485,0.9748333096504211,0.10599420219659805
12,0.98785400390625,0.040340155363082886,0.9735000133514404,0.11281362175941467
13,0.986328125,0.04505764693021774,0.9759166836738586,0.10487422347068787
14,0.98773193359375,0.038651663810014725,0.9779999852180481,0.10047058016061783
15,0.98944091796875,0.03142773360013962,0.9764999747276306,0.11752733588218689
16,0.98779296875,0.038780178874731064,0.9748333096504211,0.11229635775089264
17,0.9876708984375,0.03662346303462982,0.9772499799728394,0.11264263093471527
18,0.99053955078125,0.02890690043568611,0.9767500162124634,0.11847823113203049
19,0.98828125,0.034618671983480453,0.9768333435058594,0.12166763097047806
20,0.99041748046875,0.02997271902859211,0.9760000109672546,0.12121380865573883
21,0.9930419921875,0.020575737580657005,0.9784166812896729,0.1256815642118454
22,0.9918212890625,0.026461776345968246,0.9775833487510681,0.1248914897441864
23,0.99114990234375,0.025521446019411087,0.9756666421890259,0.13098813593387604
24,0.99530029296875,0.015394839458167553,0.9787499904632568,0.11632844805717468
25,0.99139404296875,0.02796776033937931,0.9787499904632568,0.1203819066286087
26,0.9918212890625,0.027109036222100258,0.9795833230018616,0.11717427521944046
27,0.994384765625,0.017921127378940582,0.9780833125114441,0.11361101269721985
28,0.99444580078125,0.01924154907464981,0.9770833253860474,0.14175336062908173
29,0.99322509765625,0.022725816816091537,0.9785833358764648,0.1233871653676033
30,0.9925537109375,0.022773627191781998,0.9778333306312561,0.12179755419492722
31,0.99237060546875,0.021485494449734688,0.9799166917800903,0.11802982538938522
32,0.99468994140625,0.0153324780985713,0.9776666760444641,0.13051411509513855
33,0.9957275390625,0.01311349868774414,0.9782500267028809,0.1254885196685791
34,0.99481201171875,0.015275904908776283,0.9774166941642761,0.14286929368972778
35,0.994384765625,0.017010599374771118,0.9798333048820496,0.12449271976947784
36,0.99542236328125,0.01377667486667633,0.9804999828338623,0.13409164547920227
37,0.9931640625,0.02248939499258995,0.9785000085830688,0.13267427682876587
38,0.9962158203125,0.009715215303003788,0.9779166579246521,0.14210373163223267
39,0.99652099609375,0.011496707797050476,0.9775000214576721,0.1576356589794159
40,0.99359130859375,0.0214221253991127,0.9762499928474426,0.14333555102348328
41,0.99652099609375,0.01101498119533062,0.9779166579246521,0.12420262396335602
42,0.99664306640625,0.011474358849227428,0.9779999852180481,0.14215481281280518
43,0.9957275390625,0.014207727275788784,0.9756666421890259,0.1623106598854065
44,0.99652099609375,0.010550647974014282,0.9791666865348816,0.15922856330871582
45,0.995849609375,0.013241062872111797,0.9777500033378601,0.17078135907649994
46,0.99664306640625,0.010921435430645943,0.9771666526794434,0.15452401340007782
47,0.998291015625,0.005552160087972879,0.9808333516120911,0.15307490527629852
48,0.99822998046875,0.0058322870172560215,0.9779999852180481,0.16460677981376648
49,0.9964599609375,0.010940875858068466,0.9780833125114441,0.15605303645133972
