epoch,accuracy,loss,val_accuracy,val_loss
0,0.87591552734375,0.8725433945655823,0.9455833435058594,0.23094889521598816
1,0.951171875,0.17825235426425934,0.9571666717529297,0.15680339932441711
2,0.9615478515625,0.13900317251682281,0.968833327293396,0.11490030586719513
3,0.97442626953125,0.08225465565919876,0.9709166884422302,0.1083713099360466
4,0.97607421875,0.07858512550592422,0.9737499952316284,0.09547455608844757
5,0.97711181640625,0.07368151098489761,0.9755833148956299,0.08883226662874222
6,0.98736572265625,0.03959839046001434,0.9736666679382324,0.10363712906837463
7,0.9827880859375,0.053506504744291306,0.9747499823570251,0.09400083124637604
8,0.98394775390625,0.05209590122103691,0.9766666889190674,0.08881771564483643
9,0.989990234375,0.029212769120931625,0.9774166941642761,0.09258273988962173
10,0.98724365234375,0.03686165064573288,0.9777500033378601,0.09494884312152863
11,0.9881591796875,0.03744203597307205,0.9788333177566528,0.0936918556690216
12,0.99114990234375,0.027018314227461815,0.9739999771118164,0.11498388648033142
13,0.98565673828125,0.04060981422662735,0.9773333072662354,0.09665181487798691
14,0.989990234375,0.030499160289764404,0.9781666398048401,0.09853805601596832
15,0.99432373046875,0.01780332438647747,0.9797499775886536,0.0978759154677391
16,0.99139404296875,0.025409623980522156,0.9773333072662354,0.10490576177835464
17,0.99102783203125,0.025844015181064606,0.9787499904632568,0.10997005552053452
18,0.99267578125,0.023838479071855545,0.9695000052452087,0.1652471274137497
19,0.98870849609375,0.037930138409137726,0.9747499823570251,0.12746527791023254
20,0.9903564453125,0.02921939268708229,0.9775833487510681,0.11611194163560867
21,0.99359130859375,0.020103367045521736,0.9782500267028809,0.11033838987350464
22,0.99163818359375,0.02568144164979458,0.9770833253860474,0.11105380207300186
23,0.992431640625,0.025088591501116753,0.9760000109672546,0.11992956697940826
24,0.99603271484375,0.013877575285732746,0.9790833592414856,0.10979355126619339
25,0.9937744140625,0.017260201275348663,0.9729999899864197,0.14484164118766785
26,0.99493408203125,0.017367975786328316,0.9785833358764648,0.13301782310009003
27,0.99432373046875,0.01700696162879467,0.9779999852180481,0.12945620715618134
28,0.99298095703125,0.021759092807769775,0.9769166707992554,0.1494184285402298
29,0.99420166015625,0.016481418162584305,0.9769999980926514,0.13471385836601257
30,0.99481201171875,0.015918783843517303,0.9779166579246521,0.13364212214946747
31,0.992431640625,0.02931891940534115,0.9770833253860474,0.13124650716781616
32,0.9951171875,0.016481563448905945,0.9802500009536743,0.12055746465921402
33,0.99560546875,0.01586844213306904,0.9775833487510681,0.1347835659980774
34,0.99481201171875,0.017671601846814156,0.9754166603088379,0.14278098940849304
35,0.9964599609375,0.009448058903217316,0.9785833358764648,0.12479811906814575
36,0.9962158203125,0.012100598774850368,0.9779999852180481,0.1367742121219635
37,0.99468994140625,0.015396934933960438,0.9750833511352539,0.14636299014091492
38,0.99749755859375,0.008143914863467216,0.9787499904632568,0.12767793238162994
39,0.99676513671875,0.00932075921446085,0.9771666526794434,0.15119358897209167
40,0.9970703125,0.009350388310849667,0.9775000214576721,0.14288663864135742
41,0.99859619140625,0.0037878903094679117,0.9779166579246521,0.14897502958774567
42,0.99713134765625,0.009378412738442421,0.9760833382606506,0.1787690371274948
43,0.99444580078125,0.019038492813706398,0.9782500267028809,0.15023791790008545
44,0.996826171875,0.009552669711411,0.9778333306312561,0.15387605130672455
45,0.9971923828125,0.008489174768328667,0.9782500267028809,0.15628014504909515
46,0.99639892578125,0.012348407879471779,0.9789999723434448,0.17153775691986084
47,0.99688720703125,0.009560402482748032,0.9790833592414856,0.17242224514484406
48,0.99609375,0.012140023522078991,0.9765833616256714,0.17560815811157227
49,0.99609375,0.013860352337360382,0.9774166941642761,0.15960027277469635
